irr-A4-5	5	1	1	0	(1,0,0,0)
irr-A4-10	10	3	-3	3	(0,1,0,0)
irr-A4-15	15	7	13	3	(2,0,0,0)
irr-A4-24	24	10	10	6	(1,0,0,1)
irr-A4-35	35	28	82	27	(3,0,0,0)
irr-A4-40	40	22	-2	30	(1,1,0,0)
irr-A4-45	45	24	-6	33	(1,0,1,0)
irr-A4-50	50	35	-55	81	(0,2,0,0)
irr-A4-70a	70	49	79	57	(2,0,0,1)
irr-A4-70b	70	84	354	135	(4,0,0,0)
irr-A4-75	75	50	-70	108	(0,1,1,0)
irr-A4-105	105	91	91	168	(2,1,0,0)
irr-A4-126a	126	105	75	195	(2,0,1,0)
irr-A4-126b	126	210	1200	495	(5,0,0,0)
irr-A4-160	160	168	432	300	(3,0,0,1)
irr-A4-175a	175	140	20	276	(1,1,0,1)
irr-A4-175b	175	175	-155	507	(1,2,0,0)
irr-A4-175c	175	210	-480	831	(0,3,0,0)
irr-A4-200	200	200	380	378	(2,0,0,2)
irr-A4-210a	210	203	-223	585	(1,0,2,0)
irr-A4-210b	210	462	3432	1485	(6,0,0,0)
irr-A4-224	224	280	640	684	(3,1,0,0)
irr-A4-280a	280	266	-214	726	(1,1,1,0)
irr-A4-280b	280	336	636	822	(3,0,1,0)
irr-A4-315a	315	357	-717	1311	(0,2,1,0)
irr-A4-315b	315	462	1758	1152	(4,0,0,1)
irr-A4-330	330	924	8646	3861	(7,0,0,0)
irr-A4-420a	420	574	94	2028	(2,2,0,0)
irr-A4-420b	420	714	2694	2250	(4,1,0,0)
irr-A4-450a	450	510	480	1329	(2,1,0,1)
irr-A4-450b	450	615	1605	1629	(3,0,0,2)
irr-A4-480	480	536	416	1404	(2,0,1,1)
irr-A4-490	490	882	-2772	5229	(0,4,0,0)
irr-A4-495	495	1716	19734	9009	(8,0,0,0)
irr-A4-540	540	882	2898	2772	(4,0,1,0)
irr-A4-560a	560	728	-208	2556	(2,0,2,0)
irr-A4-560b	560	868	-1508	4104	(1,3,0,0)
irr-A4-560c	560	1092	5772	3600	(5,0,0,1)
irr-A4-700a	700	910	130	3054	(2,1,1,0)
irr-A4-700b	700	1050	-2070	4908	(1,0,3,0)
irr-A4-715	715	3003	41613	19305	(9,0,0,0)
irr-A4-720a	720	924	-636	3336	(1,2,0,1)
irr-A4-720b	720	1596	8724	6336	(5,1,0,0)
irr-A4-840	840	1512	2268	6426	(3,2,0,0)
