irr-A7-8	8	1	1	0	(1,0,0,0,0,0,0)
irr-A7-28	28	6	0	3	(0,1,0,0,0,0,0)
irr-A7-36	36	10	16	3	(2,0,0,0,0,0,0)
irr-A7-56	56	15	-9	12	(0,0,1,0,0,0,0)
irr-A7-63	63	16	16	6	(1,0,0,0,0,0,1)
irr-A7-70	70	20	-16	18	(0,0,0,1,0,0,0)
irr-A7-120	120	55	127	36	(3,0,0,0,0,0,0)
irr-A7-168	168	61	37	48	(1,1,0,0,0,0,0)
irr-A7-216	216	75	27	60	(1,0,0,0,0,1,0)
irr-A7-280	280	115	163	84	(2,0,0,0,0,0,1)
irr-A7-330	330	220	688	234	(4,0,0,0,0,0,0)
irr-A7-336	336	160	16	198	(0,2,0,0,0,0,0)
irr-A7-378	378	156	0	168	(1,0,1,0,0,0,0)
irr-A7-420	420	170	-16	183	(1,0,0,0,1,0,0)
irr-A7-504	504	215	-49	252	(1,0,0,1,0,0,0)
irr-A7-630	630	340	448	384	(2,1,0,0,0,0,0)
irr-A7-720	720	320	-16	378	(0,1,0,0,0,1,0)
irr-A7-792	792	715	2899	1092	(5,0,0,0,0,0,0)
irr-A7-924	924	550	1120	615	(3,0,0,0,0,0,1)
irr-A7-945	945	480	432	546	(2,0,0,0,0,1,0)
